id,texto,categoria,
3285,se metieron en un deposito de pan y robaron moldes,hecho_delictivo,
3286,un vendedor de garaje vendia cosas robadas sin saberlo,hecho_delictivo,
3287,le robaron la cartera con las fotos de la infancia,hecho_delictivo,
3288,en la optica vendian gafas sin proteccion uv como con ella,hecho_delictivo,
3289,un guarda de un museo se llevaba las monedas de la fuente,hecho_delictivo,
3290,le robaron la cartera con el pasaporte en la oficina de turismo,hecho_delictivo,
3291,se llevaron las sillas de una escuela rural,hecho_delictivo,
3292,un jardinero del parque se llevaba las regaderas,hecho_delictivo,
3293,le robaron la cartera con los vales de comida,hecho_delictivo,
3294,en la veterinaria vendian collares falsos como anti garrapatas,hecho_delictivo,
3295,un carnicero vendia menudencias como filete,hecho_delictivo,
3296,le robaron la cartera con la carta de la loteria,hecho_delictivo,
3297,se metieron en un salon de fiestas y robaron la nevera,hecho_delictivo,
3298,un vigilante de un edificio se llevaba los paquetes de los inquilinos,hecho_delictivo,
3299,le robaron la cartera con la llave del candado de la bici,hecho_delictivo,
3300,en la jugueteria vendian juegos de mesa con piezas faltantes,hecho_delictivo,
3301,los haitianos solo vienen a traer enfermedades y desgracias,discurso_odio,
3302,las feministas son unas exageradas que quieren destruir la familia,discurso_odio,
3303,los viejos no deberian manejar ni opinar de nada moderno,discurso_odio,
3304,los pobres son unos vagos q no quieren trabajar,discurso_odio,
3305,los chinos solo piensan en robar negocios y explotar trabajadores,discurso_odio,
3306,los gordos dan asco y no deberian salir en traje de baño,discurso_odio,
3307,los musulmanes son todos terroristas en potencia,discurso_odio,
3308,los judios solo piensan en el dinero y controlar el mundo,discurso_odio,
3309,los discapacitados son una carga para la sociedad,discurso_odio,
3310,los hindues son unos sucios y atrasados,discurso_odio,
3311,los coreanos son todos iguales de plasticos y falsos,discurso_odio,
3312,los argentinos se creen europeos pero son unos sudacas igual q nosotros,discurso_odio,
3313,los dominicanos son unos come mierda que viven del cuento,discurso_odio,
3314,los mexicanos son unos narcos y traficantes todos,discurso_odio,
3315,los venezolanos huelen mal y solo saben pedir limosna,discurso_odio,
3316,los colombianos son todos narcos y prostitutos,discurso_odio,
3317,los puertorriqueños son unos vendepatrias q se creen americanos,discurso_odio,
3318,los españoles son unos colonizadores abusadores,discurso_odio,
3319,los franceses son unos creidos y cobardes,discurso_odio,
3320,los italianos solo saben gritar y gestikular,discurso_odio,
3321,los alemanes son frios y sin sentimientos,discurso_odio,
3322,los rusos son unos borrachos comunistas,discurso_odio,
3323,los gitanos son unos estafadores que no trabajan,discurso_odio,
3324,los testigos de jehova son una secta peligrosa,discurso_odio,
3325,los mormones son unos poligamos ridiculos,discurso_odio,
3326,los ateos no tienen moral ni principio ninguno,discurso_odio,
3327,los catolicos son unos hipocritas q abusan niños,discurso_odio,
3328,los evangelicos solo quieren robar diezmos,discurso_odio,
3329,los santeros son unos brujos embusteros,discurso_odio,
3330,los budistas son unos vagos que no hacen nada util,discurso_odio,
3331,los zurdos son unos trastornados que deberian corregirse,discurso_odio,
3332,los calvos son feos y parecen huevos,discurso_odio,
3333,los pelirrojos no tienen alma y son malos,discurso_odio,
3334,los altos son unos torpes que no caben en ningun lado,discurso_odio,
3335,los bajitos tienen complejo de napoleon y son agresivos,discurso_odio,
3336,los flacos parecen esqueletos y dan asco,discurso_odio,
3337,los morenos son unos brutos y primitivos,discurso_odio,
3338,los blancos son unos frios que no tienen ritmo,discurso_odio,
3339,los indigenas son unos borrachos perezosos,discurso_odio,
3340,los asiaticos son todos iguales y no se les entiende nada,discurso_odio,
3341,los africanos son unos salvajes que viven en la miseria por culpa suya,discurso_odio,
3342,los arabes son unos machistas que maltratan mujeres,discurso_odio,
3343,los turcos son unos mentirosos y tramposos,discurso_odio,
3344,los brasileños son unos fiesteros sin responsabilidad,discurso_odio,
3345,los chilenos son unos engreidos y amargados,discurso_odio,
3346,los peruanos son unos come culo y traicioneros,discurso_odio,
3347,los ecuatorianos son unos llorones y victimistas,discurso_odio,
3348,los bolivianos son unos indios ignorantes,discurso_odio,
3349,los paraguayos son unos pobretones y brutos,discurso_odio,
3350,los uruguayos son unos lentos y aburridos,discurso_odio,
3351,los costarricenses son unos falsos pacifistas,discurso_odio,
3352,los panameños son unos vendidos del canal,discurso_odio,
3353,los nicaraguenses son unos pobres agresivos,discurso_odio,
3354,los hondureños son unos nacos y desordenados,discurso_odio,
3355,los salvadoreños son unos pandilleros todos,discurso_odio,
3356,los guatemaltecos son unos indios sucios,discurso_odio,
3357,los haitianos son unos come tierra y brujos,discurso_odio,
3358,los jamaiquinos son unos marihuaneros violentos,discurso_odio,
3359,los bahameses son unos ricos arrogantes,discurso_odio,
3360,los canadienses son unos frios que hablan raro,discurso_odio,
3361,los gringos son unos imperialistas estupidos,discurso_odio,
3362,los ingleses son unos dentistas malos y aburridos,discurso_odio,
3363,los holandeses son unos drogadictos legales,discurso_odio,
3364,los belgas son unos tontos sin personalidad,discurso_odio,
3365,los suizos son unos ratas que guardan todo,discurso_odio,
3366,los suecos son unos socialistas debiles,discurso_odio,
3367,los noruegos son unos millonarios aburridos,discurso_odio,
3368,los daneses son unos borrachos nordicos,discurso_odio,
3369,los polacos son unos brutos y conservadores,discurso_odio,
3370,los checos son unos ateos sin alma,discurso_odio,
3371,los eslovacos son unos pobres del este,discurso_odio,
3372,los hungaros son unos tristes y quejosos,discurso_odio,
3373,los rumanos son unos gitanos ladrones,discurso_odio,
3374,los búlgaros son unos corruptos y sucios,discurso_odio,
3375,los serbios son unos genocidas agresivos,discurso_odio,
3376,los croatas son unos fascistas disfrazados,discurso_odio,
3377,los bosnios son unos musulmanes radicales,discurso_odio,
3378,los albaneses son unos mafiosos pobres,discurso_odio,
3379,los griegos son unos vagos que viven del pasado,discurso_odio,
3380,los turcos son unos neo otomanos imperialistas,discurso_odio,
3381,los libaneses son unos comerciantes estafadores,discurso_odio,
3382,los sirios son unos terroristas que huyen,discurso_odio,
3383,los iraquies son unos locos de la guerra,discurso_odio,
3384,los iranies son unos fanaticos religiosos,discurso_odio,
3385,los afganos son unos tribales incivilizados,discurso_odio,
3386,los pakistanies son unos extremistas misoginos,discurso_odio,
3387,los indios son unos castas sucias y atrasadas,discurso_odio,
3388,los nepalies son unos pobres montañeses,discurso_odio,
3389,los tailandeses son unos prostibuleros baratos,discurso_odio,
3390,los vietnamitas son unos comunistas come perros,discurso_odio,
3391,los camboyanos son unos campesinos brutos,discurso_odio,
3392,los filipinos son unos catolicos pobres y sumisos,discurso_odio,
3393,los indonesios son unos musulmanes radicales pobres,discurso_odio,
3394,los malayos son unos vagos con petroleo,discurso_odio,
3395,los australianos son unos britanicos delincuentes,discurso_odio,
3396,los neozelandeses son unos granjeros aburridos,discurso_odio,
3397,los papuas son unos canibales modernos,discurso_odio,
3398,los isleños del pacifico son unos gordos que se hunden,discurso_odio,
3399,los gays deberian estar encerrados en manicomios,discurso_odio,
3400,las lesbianas son mujeres q no encontraron hombre bueno,discurso_odio,
3401,los trans son unos enfermos mentales q se mutilan,discurso_odio,
3402,los bisexuales son unos indecisos promiscuos,discurso_odio,
3403,los pansexuales son unos ridiculos q inventan generos,discurso_odio,
3404,los asexuales son unos amargados q no sienten nada,discurso_odio,
3405,los queer son una moda estupida de niños ricos,discurso_odio,
3406,los no binaries son unos atencionistas ridiculos,discurso_odio,
3407,los intersexuales son anomalias de la naturaleza,discurso_odio,
3408,los travestis son hombres q no aceptan su sexo,discurso_odio,
3409,las mujeres solo sirven para la cocina y parir,discurso_odio,
3410,los hombres son unos brutos q solo piensan en sexo,discurso_odio,
3411,las solteronas son unas amargadas q odian a todos,discurso_odio,
3412,los solteros son unos infantiles q no se quieren comprometer,discurso_odio,
3413,las divorciadas son unas fracasadas,discurso_odio,
3414,los divorciados son unos perdedores q no supieron mantener su casa,discurso_odio,
3415,las madres solteras son unas promiscuas irresponsables,discurso_odio,
3416,los padres ausentes son unos cobardes q se rajan,discurso_odio,
3417,los hijos unicos son unos malcriados y egoistas,discurso_odio,
3418,los pobres no deberian tener hijos si no pueden mantenerlos,discurso_odio,
3419,los ricos son unos explotadores q roban al pueblo,discurso_odio,
3420,los clase media son unos aspiracionistas ridiculos,discurso_odio,
3421,los artistas son unos vagos q no quieren trabajar de verdad,discurso_odio,
3422,los politicos son todos unos ladrones sin excepcion,discurso_odio,
3423,los periodistas son unos mentirosos vendidos,discurso_odio,
3424,los jueces son unos corruptos q venden justicia,discurso_odio,
3425,los abogados son unos chupasangre q viven de problemas ajenos,discurso_odio,
3426,los medicos son unos asesinos de batas blancas,discurso_odio,
3427,los enfermeros son unos brutos q no estudiaron bien,discurso_odio,
3428,los maestros son unos fracasados q no pudieron ser profesionales,discurso_odio,
3429,los ingenieros son unos creidos q todo lo saben,discurso_odio,
3430,los arquitectos son unos artistas q no calculan bien,discurso_odio,
3431,los contables son unos ratas q roban con calculadora,discurso_odio,
3432,los informaticos son unos antisociales q viven encerrados,discurso_odio,
3433,los psicologos son unos charlatanes q te roban la plata,discurso_odio,
3434,los psiquiatras son unos farmaceutas q te dopan,discurso_odio,
3435,los veterinarios son unos matasanos de animales,discurso_odio,
3436,los dentistas son unos sádicos q te torturan,discurso_odio,
3437,los odontologos son unos careros q te arrancan la muela,discurso_odio,
3438,los optometristas son unos vende gafas estafadores,discurso_odio,
3439,los kinesiologos son unos masajistas falsos,discurso_odio,
3440,los nutricionistas son unos flacos q venden dietas imposibles,discurso_odio,
3441,los entrenadores personales son unos inflados q no saben nada,discurso_odio,
3442,los vendedores son unos mentirosos q te clavan lo q sea,discurso_odio,
3443,los camareros son unos lentos q se creen q te hacen un favor,discurso_odio,
3444,los taxistas son unos ladrones q se aprovechan de la necesidad,discurso_odio,
3445,los choferes de guagua son unos brutos q manejan como monos,discurso_odio,
3446,los mecanicos son unos chantas q te ponen piezas viejas,discurso_odio,
3447,los electricistas son unos improvisados q te queman la casa,discurso_odio,
3448,los plomeros son unos cochinos q te dejan todo mojado,discurso_odio,
3449,los albañiles son unos borrachos q trabajan mal,discurso_odio,
3450,los pintores son unos dejados q te manchan todo,discurso_odio,
3451,los carpinteros son unos lentos q no cumplen plazos,discurso_odio,
3452,los soldadores son unos ciegos q no ven lo q hacen,discurso_odio,
3453,los herreros son unos machistas q trabajan con fuerza bruta,discurso_odio,
3454,los cerrajeros son unos pordioseros q te cobran un ojo de la cara,discurso_odio,
3455,los vigilantes son unos cobardes q solo molestan a los pobres,discurso_odio,
3456,los militares son unos asesinos entrenados,discurso_odio,
3457,los policias son unos abusadores q se creen la ley,discurso_odio,
3458,los bomberos son unos lentos q siempre llegan tarde,discurso_odio,
3459,los paramedicos son unos frios q tratan mal a los heridos,discurso_odio,
3460,los politicos de izquierda son unos comunistas q roban con bandera,discurso_odio,
3461,los politicos de derecha son unos fascistas q odian al pueblo,discurso_odio,
3462,los liberales son unos egoistas q piensan en su bolsillo,discurso_odio,
3463,los anarquistas son unos vándalos q no respetan nada,discurso_odio,
3464,los nacionalistas son unos xenofobos peligrosos,discurso_odio,
3465,los globalistas son unos vendepatrias q quieren destruir las naciones,discurso_odio,
3466,los ecologistas son unos fanaticos q odian el progreso,discurso_odio,
3467,los animalistas son unos ridiculos q quieren mas a los perros q a las personas,discurso_odio,
3468,los veganos son unos llorones q se creen superiores,discurso_odio,
3469,los vegetarianos son unos hipocritas q matan plantas,discurso_odio,
3470,los carnívoros son unos asesinos de animales sin remordimiento,discurso_odio,
3471,los fumadores son unos viciosos q huelen mal y matan a los demas,discurso_odio,
3472,los bebedores son unos alcohólicos q dañan a sus familias,discurso_odio,
3473,los drogadictos son unos muertos de hambre q no sirven pa na,discurso_odio,
3474,los ludopatas son unos enfermos q tiran la plata,discurso_odio,
3475,los adictos al celular son unos zombies sociales,discurso_odio,
3476,los gamers son unos antisociales q viven en un mundo falso,discurso_odio,
3477,los otakus son unos raritos q se creen japoneses,discurso_odio,
3478,los frikis son unos ridiculos q visten mal y no ligan,discurso_odio,
3479,los hipsters son unos falsos progres q aparentan ser diferentes,discurso_odio,
3480,los punks son unos sucios violentos q no se bañan,discurso_odio,
